ddate,open,high,low,close,adj,volume
1999-12-31,0.9012276530265808,0.9185267686843872,0.8883928656578064,0.91796875,0.7893641591072083,163811200.0
2000-01-03,0.9363839030265808,1.0044642686843872,0.9079241156578064,0.9994419813156128,0.8594232797622681,535796800.0
2000-01-04,0.9665178656578064,0.9877232313156128,0.9034598469734192,0.9151785969734192,0.786965012550354,512377600.0
2000-01-05,0.9263392686843872,0.9871651530265808,0.9196428656578064,0.9285714030265808,0.7984815835952759,778321600.0
2000-01-06,0.9475446343421936,0.9553571343421936,0.8482142686843872,0.8482142686843872,0.7293821573257446,767972800.0
2000-01-07,0.8616071343421936,0.9017857313156128,0.8526785969734192,0.8883928656578064,0.7639315724372864,460734400.0
2000-01-10,0.9107142686843872,0.9129464030265808,0.8459821343421936,0.8727678656578064,0.7504956722259521,505064000.0
2000-01-11,0.8565848469734192,0.8872767686843872,0.8080357313156128,0.828125,0.7121071815490723,441548800.0
2000-01-12,0.8482142686843872,0.8526785969734192,0.7723214030265808,0.7784598469734192,0.6694000959396362,976068800.0
2000-01-13,0.8436104655265808,0.8816964030265808,0.8258928656578064,0.8638392686843872,0.7428181767463684,1032684800.0
2000-01-14,0.8928571343421936,0.9129464030265808,0.8872767686843872,0.8967633843421936,0.7711297273635864,390376000.0
2000-01-18,0.9017857313156128,0.9464285969734192,0.8967633843421936,0.9280133843421936,0.7980015873908997,459177600.0
2000-01-19,0.9430803656578064,0.9709821343421936,0.9229910969734192,0.9514508843421936,0.8181556463241577,597643200.0
2000-01-20,1.03125,1.0848214626312256,1.0133928060531616,1.0133928060531616,0.8714196085929871,1831132800.0
2000-01-21,1.0200892686843872,1.0200892686843872,0.9838169813156128,0.9938616156578064,0.8546245694160461,495924800.0
2000-01-24,0.9681919813156128,1.0066964626312256,0.9386160969734192,0.9486607313156128,0.8157562613487244,440876800.0
2000-01-25,0.9375,1.0100446939468384,0.9140625,1.0022321939468384,0.8618226647377014,497145600.0
2000-01-26,0.9821428656578064,1.01953125,0.9799107313156128,0.9838169813156128,0.8459873199462891,367158400.0
2000-01-27,0.9715401530265808,1.0089285373687744,0.9553571343421936,0.9821428656578064,0.8445477485656738,340144000.0
2000-01-28,0.9659598469734192,0.9899553656578064,0.8984375,0.9073660969734192,0.7802470326423645,423348800.0
2000-01-31,0.9017857313156128,0.9274553656578064,0.84375,0.9263392686843872,0.7965620160102844,701680000.0
2000-02-01,0.9285714030265808,0.9375,0.8928571343421936,0.8950892686843872,0.7696900963783264,318035200.0
2000-02-02,0.8995535969734192,0.9118303656578064,0.8660714030265808,0.8822544813156128,0.7586535215377808,464195200.0
2000-02-03,0.8956473469734192,0.9308035969734192,0.8950892686843872,0.9224330186843872,0.7932029962539673,475193600.0
2000-02-04,0.9280133843421936,0.9821428656578064,0.9252232313156128,0.9642857313156128,0.8291925191879272,425320000.0
2000-02-07,0.9642857313156128,1.0200892686843872,0.9458705186843872,1.0184152126312256,0.8757383227348328,441067200.0
2000-02-08,1.0178571939468384,1.0368303060531616,0.9933035969734192,1.0256696939468384,0.8819765448570251,408643200.0
2000-02-09,1.0189732313156128,1.0457589626312256,1.00390625,1.0055803060531616,0.8647016286849976,299364800.0
2000-02-10,1.0078125,1.0167410373687744,0.9821428656578064,1.0133928060531616,0.8714196085929871,302982400.0
2000-02-11,1.0145089626312256,1.0189732313156128,0.9665178656578064,0.9709821343421936,0.8349506855010986,212251200.0
2000-02-14,0.9760044813156128,1.0345982313156128,0.9698660969734192,1.0340402126312256,0.8891743421554565,367539200.0
2000-02-15,1.0290178060531616,1.0708705186843872,1.0284597873687744,1.0625,0.913646936416626,485744000.0
2000-02-16,1.0513392686843872,1.0546875,1.0011160373687744,1.0189732313156128,0.8762181997299194,378246400.0
2000-02-17,1.0284597873687744,1.03125,1.0100446939468384,1.0256696939468384,0.8819765448570251,289497600.0
